	date	sentence
851	(3, 13, 2020)	Coronavirus: le CFCM demande aux mosquées de suspendre la prière du vendredi
852	(3, 13, 2020)	Coronavirus: Véran assure qu'un écart d'un mètre sera respecté entre chaque électeur aux municipales
853	(3, 13, 2020)	Coronavirus: 56 soignants des hôpitaux de Paris diagnostiqués au covid-19
854	(3, 13, 2020)	Grève pour le climat: le campus de Bron de l'université Lyon 2 bloqué par des étudiants
855	(3, 13, 2020)	Coronavirus: la marche pour le climat, prévue samedi à Paris, annulée par ses organisateurs
856	(3, 13, 2020)	Coronavirus: les 65 clubs seniors de Paris fermés, plusieurs personnes âgées en confinement
857	(3, 13, 2020)	Chine: seulement 8 nouveaux cas de contamination au coronavirus
858	(3, 13, 2020)	"Coronavirus: Disneyland Paris va fermer jusqu'à fin mars ""par principe de précaution"""
859	(3, 12, 2020)	"Trêve hivernale prolongée: les associations saluent une ""bonne nouvelle"""
860	(3, 12, 2020)	Coronavirus: 626 cas recensés en Île-de-France, 94 de plus que mercredi
861	(3, 12, 2020)	Coronavirus: 4 localités du nord de l'Espagne confinées, une première dans le pays
862	(3, 12, 2020)	Coronavirus: le Samu du Rhône en surchauffe
863	(3, 12, 2020)	Coronavirus: le parc d'attractions Disneyland en Californie va fermer
864	(3, 12, 2020)	"Les Allemands appelés à renoncer aux ""événements non nécessaires"" de moins de 1.000 personnes"
865	(3, 12, 2020)	"Coronavirus: 31 journalistes français en Italie appellent Macron à ""ne pas perdre de temps"""
866	(3, 12, 2020)	Coronavirus: contrôles renforcés par la police allemande à la frontière avec la France
867	(3, 12, 2020)	Coronavirus: les futurs spationautes de l'ISS en quarantaine précoce
868	(3, 12, 2020)	"Coronavirus: ""télétravail"" pour le personnel non ""essentiel"" de la Commission européenne"
869	(3, 12, 2020)	Coronavirus: l'Italie a dépassé le cap des 1000 morts ce jeudi
870	(3, 12, 2020)	"Coronavirus: entre 5.000 et 10.000 personnes ""probablement"" infectées au Royaume-Uni"
871	(3, 12, 2020)	Deux nouveaux députés LaREM testés positifs au coronavirus
872	(3, 12, 2020)	"Coronavirus: les opérations non urgentes reportées pour ""accroître les capacités en soins critiques"""
873	(3, 12, 2020)	Braquage d'un fourgon blindé en 2011: 25 ans de réclusion requis contre Redoine Faïd
874	(3, 12, 2020)	Accusations de viol contre Chris Brown: l'enquête confiée à un juge d'instruction
875	(3, 12, 2020)	Lyon: deux hommes agressés à la sortie de la camionnette d'une prostituée
876	(3, 12, 2020)	Grève des transports à Paris: la plateforme de remboursement du pass Navigo ferme à minuit
877	(3, 12, 2020)	Coronavirus: le patron des députés communistes André Chassaigne infecté
878	(3, 12, 2020)	Élections municipales à Paris: les arrondissements clés du scrutin
879	(3, 12, 2020)	Coronavirus: Macron réunit ministres et scientifiques avant son allocution
880	(3, 12, 2020)	"Coronavirus: l'OMS affirme que la ""pandémie est maîtrisable"" "
881	(3, 12, 2020)	"L'UE ""désapprouve"" la décision de Trump d'interdire l'entrée des Etats-Unis aux Européens"
882	(3, 12, 2020)	"Municipales: le patron de LR-Nord accuse la candidate LaREM de Douai de ""tromper les électeurs"""
883	(3, 12, 2020)	Ardèche: quand les gendarmes ironisent sur la drogue et le coronavirus
884	(3, 12, 2020)	Coronavirus: quelles mesures dans les bureaux de vote à Lille pour les élections municipales?
885	(3, 12, 2020)	La lanceuse d'alerte Chelsea Manning a tenté de se suicider
886	(3, 12, 2020)	Coronavirus: 114 nouveaux cas en Corée du Sud, inquiétudes sur un foyer d'infection à Séoul
887	(3, 12, 2020)	Paris: la nuit de mardi à mercredi a été la plus douce depuis près de 40 ans, pour un début mars
888	(3, 12, 2020)	"Coronavirus: les parents obligés de garder leurs enfants ne subiront ""pas de perte financière"""
889	(3, 12, 2020)	Coronavirus: 15 nouveaux cas en Chine, le niveau de contaminations au plus bas depuis janvier
890	(3, 12, 2020)	Coronavirus: la députée de la Polynésie française Maina Sage à son tour contaminée
891	(3, 12, 2020)	Coronavirus: 532 cas pris en charge en Île-de-France, 92 de plus que mardi
892	(3, 11, 2020)	Changement climatique: selon une étude, l'Amazonie pourrait disparaître en 50 ans
893	(3, 11, 2020)	Moselle: une femme à nouveau acquittée en appel pour la mort de trois nouveau-nés
894	(3, 11, 2020)	"Escroquerie au ""faux Le Drian"": 7 et 11 ans de prison ferme"
895	(3, 11, 2020)	Ain: il prend en otage les clients d'un supermarché après une rupture amoureuse
896	(3, 11, 2020)	Résultat Loto: le tirage du mercredi 11 mars 2020
897	(3, 11, 2020)	Coronavirus: un médecin de Poitiers contaminé, des détenus en confinement temporaire
898	(3, 11, 2020)	Un minuscule dinosaure découvert figé dans l'ambre en Birmanie
899	(3, 11, 2020)	Coronavirus: Valérie Pécresse détaille son plan pour les transports en cas d’aggravation de l’épidémie
900	(3, 11, 2020)	Coronavirus: Washington envisage d'interdire l'entrée aux voyageurs venant d'Europe
901	(3, 11, 2020)	Mutineries en Italie : la police recherche encore onze fugitifs
902	(3, 11, 2020)	Coronavirus: tous les établissements scolaires de Corse fermés jusqu'au 29 mars
903	(3, 11, 2020)	Coronavirus: 72 cas recensés dans le Rhône, 12 de plus qu'hier
904	(3, 11, 2020)	"Primaires démocrates: Sanders reste en lice, promet de ""tout faire"" pour battre Trump"
905	(3, 11, 2020)	"Coronavirus: pour l'OMS, l'épidémie du Covid-19 est désormais une ""pandémie"""
906	(3, 11, 2020)	Royaume-Uni: Boris Johnson et sa fiancée démentent vouloir abandonner leur chien
907	(3, 11, 2020)	Un homme suspecté du meurtre de son frère interpellé à Ivry-sur-Seine
908	(3, 11, 2020)	Coronavirus: le gouvernement suspend les visites aux personnes âgées dans les Ehpad
909	(3, 11, 2020)	Marc-Philippe Daubresse, candidat LR à Lille, visé par une enquête du Parquet national financier 
910	(3, 11, 2020)	"Les animaux domestiques peuvent-ils transmettre le coronavirus? Selon l'Anses, il n'existe ""aucune preuve"""
911	(3, 11, 2020)	Coronavirus: Macron fera une déclaration télévisée jeudi à 20h
912	(3, 11, 2020)	Chelles: le chanteur Kendji Girac agressé par quatre individus à la sortie d'un bowling
913	(3, 11, 2020)	Coronavirus: le directeur de cabinet de Macron testé négatif, pas de cas à l'Elysée
914	(3, 11, 2020)	Paris: deux touristes japonais agressés place du Trocadéro, l'un d'eux grièvement blessé
915	(3, 11, 2020)	Coronavirus: le musée des Beaux-Arts de Lyon restreint le nombre de visiteurs pour son expo Picasso
916	(3, 11, 2020)	Coronavirus: Silvio Berlusconi a quitté l'Italie pour la France
917	(3, 11, 2020)	Paris: deux cas de coronavirus confirmés dans deux lycées, une élève et un membre du personnel
918	(3, 11, 2020)	Moins de passages aux urgences et d'hospitalisations: la grippe régresse encore
919	(3, 11, 2020)	Coronavirus: deux nouveaux employés contaminés à Disneyland Paris
920	(3, 11, 2020)	"Migrants: la Turquie gardera ses frontières ouvertes jusqu'à obtenir ""une réponse concrète"" de l'UE"
921	(3, 11, 2020)	Coronavirus: le festival Séries Mania annulé
922	(3, 11, 2020)	Harvey Weinstein va connaître sa peine, qui sera de 5 ans minimum
923	(3, 11, 2020)	Élections municipales à Paris: Rachida Dati devant Anne Hidalgo au 1er tour, selon un sondage
924	(3, 11, 2020)	"Biden tend la main à Sanders: ""Ensemble, nous battrons Trump"""
925	(3, 11, 2020)	Baie du Mont-Saint-Michel: deux plaisanciers retrouvés morts, deux autres portés disparus
926	(3, 11, 2020)	Royaume-Uni: une ministre déléguée à la Santé contaminée au coronavirus
927	(3, 10, 2020)	Lille: Martine Aubry refuse 53 écrans publicitaires numériques
928	(3, 10, 2020)	Val-d'Oise: cinq personnes déposent plainte après s'être retrouvées sur une liste RN à leur insu
929	(3, 10, 2020)	Un Français suspecté d'un double homicide en Suisse interpellé à Besançon
930	(3, 10, 2020)	Coronavirus: un homme interpellé pour la mise en vente de masques et de gels périmés dans l'Oise
931	(3, 10, 2020)	Serge, le lapin du métro, détourné pour sensibiliser à la lutte contre le harcèlement sexuel
932	(3, 10, 2020)	Etats-Unis: Biden et Sanders annulent leur meeting à cause du coronavirus
933	(3, 10, 2020)	Un dealer de l'Essonne faisait travailler des migrants vietnamiens
934	(3, 10, 2020)	Résultat Euromillions: le tirage du mardi 10 mars 2020
935	(3, 10, 2020)	"Coronavirus: un scénario à l'italienne ""pas nécessaire"" pour l'instant mais pas exclu"
936	(3, 10, 2020)	Kenya: l'unique girafe blanche femelle tuée par des braconniers
937	(3, 10, 2020)	Un tronc humain découvert flottant dans la Moselle
938	(3, 10, 2020)	Coronavirus: 60 cas recensés dans le Rhône, 11 de plus que lundi
939	(3, 10, 2020)	"Deuxième cas mondial de ""guérison"" d'un patient atteint du VIH"
940	(3, 10, 2020)	Yvelines: frappé après un différend routier, un homme échappe à un enlèvement
941	(3, 10, 2020)	Un policier de Vitry-sur-Seine se suicide par arme à feu
942	(3, 10, 2020)	Nuits de Fourvière: découvrez la programmation de l'édition 2020
943	(3, 10, 2020)	"Coronavirus: Xi Jinping affirme que l'épidémie est ""pratiquement jugulée"" à son épicentre"
944	(3, 10, 2020)	"L'épidémie de coronavirus est une ""affaire grave prise avec sérieux"", selon Martine Aubry"
945	(3, 10, 2020)	Paris: un policier testé positif au coronavirus
946	(3, 10, 2020)	Pour éviter le coronavirus, ramenez votre propre stylo: Castaner dévoile ses instructions pour les municipales
947	(3, 10, 2020)	Coronavirus: le directeur de cabinet de Macron confiné chez lui par précaution
948	(3, 10, 2020)	Jugé pour agressions sexuelles, l'ex-Premier ministre écossais confrontré au témoignage d'une accusatrice
949	(3, 10, 2020)	Tunnel sous la Manche: 90 kg de cocaïne saisis dans un camion
950	(3, 10, 2020)	Procès Fillon: des réquisitions très sévères attendues
951	(3, 10, 2020)	Coronavirus: un deuxième mort à l'hôpital de Lille, une femme de 49 ans
952	(3, 10, 2020)	"Coronavirus: le pape demande aux prêtres ""d'aller voir les malades"" malgré le confinement du pays"
953	(3, 10, 2020)	Coronavirus: l'Elysée renforce la protection autour de Macron
954	(3, 10, 2020)	6 départements en vigilance orange inondation
955	(3, 10, 2020)	"Coronavirus: le député Jean-Luc Reitzer dans un état ""stationnaire"", selon Richard Ferrand"
956	(3, 10, 2020)	Lille et Grand Littoral: ciel gris et pluie ce mardi, températures plutôt douces
957	(3, 10, 2020)	Météo en Île-de-France: un temps maussade et des températures douces
958	(3, 10, 2020)	Météo à Lyon: ciel couvert et pluie ce mardi, jusqu'à 12°C l'après-midi
959	(3, 10, 2020)	Coronavirus: après l'éternuement d'un passager, les voyageurs exigent que l'avion atterrisse
960	(3, 10, 2020)	Coronavirus: après l'annonce du confinement, les Italiens se sont rués sur les supermarchés de nuit 
961	(3, 10, 2020)	Coronavirus: premier cas en Mongolie, un Français
962	(3, 9, 2020)	Paris: une première classe fermée en raison du coronavirus dans le 15e arrondissement
963	(3, 9, 2020)	Municipales: la moitié des Français veulent réélire leur maire
964	(3, 9, 2020)	Résultat Loto: le tirage du lundi 9 mars 2020
965	(3, 9, 2020)	Rare naissance de trois tigres blancs au zoo d'Amnéville
966	(3, 9, 2020)	Trafic de médicaments: 5 réseaux criminels démantelés en France en 2019
967	(3, 9, 2020)	Procès Fillon: l'Assemblée nationale demande le remboursement des revenus perçus par Penelope Fillon
968	(3, 9, 2020)	Coronavirus: l'Europe passe le cap des 500 morts, avec 97 nouvelles victimes en Italie
969	(3, 9, 2020)	Lyon: un candidat aux municipales victime de menaces de mort et d'insultes antisémites
970	(3, 9, 2020)	"Coronavirus: selon l'OMS, ""la menace d'une pandémie est devenue très réelle"""
971	(3, 9, 2020)	Coronavirus: les plus grands sites touristiques d'Asie et d'Australie désertés
972	(3, 9, 2020)	Yvelines: un magasin ravagé par un incendie volontaire
973	(3, 9, 2020)	Trois départements en vigilance orange pour risque d'inondations
974	(3, 9, 2020)	L'Inde ferme ses ports à tous les paquebots étrangers par peur du coronavirus
975	(3, 9, 2020)	Rhône: un appel à témoin lancé pour retrouver une mineure de 15 ans
976	(3, 9, 2020)	Coronavirus: soirée spéciale sur BFMTV avec Olivier Véran, invité exceptionnel
977	(3, 9, 2020)	Un homme tué par la police dans le centre de Londres
978	(3, 9, 2020)	Coronavirus: un premier mort dans le département du Rhône
979	(3, 9, 2020)	Coronavirus: la Philharmonie de Paris annule tous ses concerts dès ce lundi soir
980	(3, 9, 2020)	Coronavirus: les supermarchés britanniques imposent des restrictions
981	(3, 9, 2020)	Coronavirus: le meeting de David Belliard, prévu jeudi au Bataclan, annulé
982	(3, 9, 2020)	"Rachida Dati tacle Agnès Buzyn: ""Paris n'a pas besoin d'une nounou"""
983	(3, 9, 2020)	Vol MH17: le procès s'ouvre aux Pays-Bas en l'absence des accusés
984	(3, 9, 2020)	"Coronavirus: le meeting d'Anne Hidalgo annulé, un ""meeting virtuel"" envisagé"
985	(3, 9, 2020)	Besançon: un homme tué et un blessé dans une nouvelle fusillade
986	(3, 9, 2020)	Coronavirus à l'Assemblée: les députés Guillaume Vuilletet et Sylvie Tolmont contaminés
987	(3, 9, 2020)	Coronavirus: un agent de maintenance de Disneyland Paris testé positif
988	(3, 9, 2020)	Coronavirus: les laboratoires de ville autorisés à réaliser des tests diagnostiques d'infection
989	(3, 9, 2020)	Coronavirus: le Louvre limite son accès aux visiteurs munis de e-billets ou bénéficiant de la gratuité
990	(3, 9, 2020)	Coronavirus: des faux policiers français escroquent des Chinois
991	(3, 9, 2020)	L'Union européenne envisage d'accueillir 1500 enfants migrants
992	(3, 8, 2020)	"Municipales: mesures ""exceptionnelles"" à Mulhouse contre le coronavirus"
993	(3, 8, 2020)	Coronavirus: 4 députés et 2 agents de l'Assemblée nationale testés positifs
994	(3, 8, 2020)	Paris: un homme blessé après des tirs dans une mosquée
995	(3, 8, 2020)	Coronavirus: 44 cas recensés dans le Rhône, six personnes en réanimation
996	(3, 8, 2020)	Grève dans les transports à Lille ce lundi, des perturbations attendues
997	(3, 8, 2020)	Le député du Gard Olivier Gaillard démissionne et quitte LaREM
998	(3, 8, 2020)	Coronavirus: pour éviter les cours à distance, des étudiants de Wuhan plombent la note d'une application pour la faire disparaître
999	(3, 8, 2020)	États-Unis: Kamala Harris soutient Joe Biden dans la primaire démocrate
1000	(3, 8, 2020)	Journée des droits des femmes: des milliers de manifestants à Paris
1001	(3, 7, 2020)	Primaire démocrate: une nouvelle campagne commence pour Joe Biden et Bernie Sanders
1002	(3, 7, 2020)	Coronavirus: l'inquiétude grandit chez les passagers du Grand Princess près de San Francisco
1003	(3, 7, 2020)	Coronavirus: l'Italie va placer Milan et Venise en quarantaine
1004	(3, 7, 2020)	Coronavirus: 173 cas dans les Hauts-de-France, la deuxième région la plus touchée par l'épidémie
1005	(3, 7, 2020)	Coronavirus: les organisateurs du rassemblement évangélique à Mulhouse se justifient
1006	(3, 7, 2020)	Coronavirus: trois hommes mis en examen pour revente de masques périmés dans le Val-de-Marne
1007	(3, 7, 2020)	Coronavirus: 104 cas recensés en Île-de-France et 111 reliés au foyer de contamination de l'Oise
1008	(3, 7, 2020)	Lille: enquête ouverte après la diffusion d'une vidéo de viol sur les réseaux sociaux
1009	(3, 7, 2020)	Coronavirus: Conseil de défense convoqué autour d'Emmanuel Macron dimanche à 18h
1010	(3, 7, 2020)	Coronavirus: l'Italie passe la barre des 200 morts et a presque 6.000 cas
1011	(3, 7, 2020)	Lille: six personnes déférées devant la justice après le démantèlement d'un réseau de trafic de drogues
1012	(3, 7, 2020)	Immigration: Jordan Bardella se rendra à la frontière gréco-turque mardi
1013	(3, 7, 2020)	Lyon: deux policiers blessés et plusieurs interpellations lors de l'acte 69 des gilets jaunes
1014	(3, 7, 2020)	Crue de la Seine: fermeture partielle de la voie Pompidou à Paris
1015	(3, 7, 2020)	Homme tué par balle dans le Val-de-Marne : deux hommes mis en examen et écroués
1016	(3, 6, 2020)	Seine-et-Marne: une enseignante vacataire soupçonnée d'avoir violenté un élève, une enquête ouverte
1017	(3, 6, 2020)	Coronavirus: le lycée français de Vienne fermé pour deux semaines après une contamination
1018	(3, 6, 2020)	"Élections métropolitaines: David Kimelfeld annule son ""Grand meeting"" à cause du coronavirus"
1019	(3, 6, 2020)	Finistère: 18 collégiens légèrement blessés après l'effondrement d'une passerelle
1020	(3, 6, 2020)	Résultat Euromillions: le tirage du vendredi 6 mars 2020
1021	(3, 6, 2020)	Val-d'Oise: un homme abattu à la kalachnikov sur un parking, une enquête ouverte
1022	(3, 6, 2020)	Savoie: un skieur hors piste meurt dans une avalanche à La Plagne
1023	(3, 6, 2020)	Jeunes pour le climat: plusieurs centaines de manifestants à Bruxelles avec Greta Thunberg
1024	(3, 6, 2020)	Coronavirus: 110 cas recensés dans l'Oise, fermeture des crèches, maternelles, collèges et lycées
1025	(3, 6, 2020)	"Bobigny: 15 ans de prison ferme pour le ""viol punitif"" d'une lesbienne"
1026	(3, 6, 2020)	États-Unis: 20 ans après son adultère avec Monica Lewinsky, Bill Clinton évoque ses remords
1027	(3, 6, 2020)	Un élu condamné en appel à 1000 euros d'amende pour l'agression de NKM en 2017
1028	(3, 6, 2020)	Le dictionnaire de synonymes du CRISCO en grève contre le projet de loi pour la programmation pluri-annuelle de la recherche
1029	(3, 6, 2020)	Hérault: une jeune fille torturée et séquestrée pendant des mois par un homme rencontré sur Internet
1030	(3, 6, 2020)	Tariq Ramadan mis en examen pour diffamation
1031	(3, 6, 2020)	Fraude fiscale: Patrick et Isabelle Balkany démis de leurs mandats à Levallois
1032	(3, 6, 2020)	Lyon: quatre accidents avec un tramway en quelques jours, TCL rappelle les consignes de sécurité
1033	(3, 6, 2020)	Affaire Le Scouarnec: l'Ordre des médecins va porter plainte contre un anesthésiste proche du chirurgien
1034	(3, 6, 2020)	Le prochain rover de la Nasa sur Mars s'appelle Perseverance
1035	(3, 6, 2020)	Coronavirus: plus de 100.000 personnes touchées dans le monde depuis l'arrivée du virus
1036	(3, 6, 2020)	Tunis: un double attentat suicide devant l'ambassade américaine tue un policier
1037	(3, 6, 2020)	Coronavirus: un deuxième cas dépisté dans le département du Nord
1038	(3, 6, 2020)	"Coronavirus: pour Macron, ""les mesures très contraignantes ne sont pas tenables dans la durée"""
1039	(3, 6, 2020)	Royaume Uni: un policier arrêté pour appartenance à un groupe d'extrême droite interdit
1040	(3, 6, 2020)	Le niveau de la Seine continue de grimper à Paris, le tunnel des Tuileries fermé tout le week-end
1041	(3, 6, 2020)	Piscine contaminée à la légionelle: le maire LR de Rueil-Malmaison Patrick Ollier jugé en juin
1042	(3, 6, 2020)	Pour ses 100 ans, une Américaine demande à être arrêtée... et l'obtient
1043	(3, 6, 2020)	Châtillon: le maire LR Jean-Pierre Schosteck mis en examen pour des soupçons de corruption
1044	(3, 6, 2020)	Manuel Valls n'exclut pas un retour en politique française
1045	(3, 6, 2020)	Coronavirus: mort d'un patient de 79 ans hospitalisé au CHU de Lille
1046	(3, 5, 2020)	"Nord: la ""décrue est en cours"" après des inondations à Saint-Jans-Cappel"
1047	(3, 5, 2020)	Coronavirus: 105 cas issus du foyer de contamination de l'Oise, 423 cas confirmés dans toute la France
1048	(3, 5, 2020)	Coronavirus: un nouveau foyer de contamination identifié dans le Val-d'Oise
1049	(3, 5, 2020)	Affaire Estelle Mouzin: Michel Fourniret entendu depuis mercredi par la juge d'instruction
1050	(3, 5, 2020)	Cote de confiance en hausse pour l'exécutif, d'après un sondage
1051	(3, 5, 2020)	Coronavirus: un deuxième cas détecté à la RATP
1052	(3, 5, 2020)	Au procès Fillon, les témoignages surprise de la défense
1053	(3, 5, 2020)	Coronavirus: la Grèce annonce 21 nouveaux cas dans un même bus ayant voyagé en Israël
1054	(3, 5, 2020)	Juan Branco annonce représenter à nouveau Piotr Pavlenski 
1055	(3, 5, 2020)	Coronavirus: 41 décès en Italie en 24 heures, 148 morts au total
1056	(3, 5, 2020)	Espagne: un procès attendu deux ans après le viol d'une candidate de télé-réalité pendant l'émission
1057	(3, 5, 2020)	Egypte: la plus vieille pyramide encore debout rouvre après rénovation
1058	(3, 5, 2020)	Primaires démocrates: Elizabeth Warren abandonne la course à la Maison Blanche
1059	(3, 5, 2020)	"Réforme des retraites: la gauche quitte l'hémicycle et dénonce ""une mascarade de débat"""
1060	(3, 5, 2020)	Turquie: deux journalistes en prison pour un article sur la mort d'un espion présumé
1061	(3, 5, 2020)	Les universités de Lille entament une grève illimitée
1062	(3, 5, 2020)	Un Européen sur cinq est victime de pollution sonore
1063	(3, 5, 2020)	Joe Biden compare son épouse, qui l'a protégé d'une militante, à son garde du corps
1064	(3, 5, 2020)	Coronavirus: faux désinfecteurs municipaux, vrais cambrioleurs
1065	(3, 5, 2020)	Coronavirus: pour pallier à la pénurie de papier toilette, un tabloïd australien publie des pages blanches
1066	(3, 5, 2020)	Coronavirus: un premier cas confirmé dans le département du Nord
1067	(3, 5, 2020)	Coronavirus: trois premiers cas confirmés en Corse
1068	(3, 5, 2020)	"Main sur le cœur, ""namasté"": Macron et les ministres adaptent leur façon de se saluer face au coronavirus"
1069	(3, 5, 2020)	L'ex-secrétaire général de l'ONU Javier Perez de Cuellar à 100 ans est mort
1070	(3, 5, 2020)	La Cour de cassation confirme la culpabilité de l'ex-maire PCF de Givors, pas la peine
1071	(3, 4, 2020)	Coronavirus: quatre cas détectés et une école fermée dans le Val-d'Oise, un dans les Yvelines
1072	(3, 4, 2020)	Résultat Loto: le tirage du mercredi 4 mars 2020
1073	(3, 4, 2020)	Hautes-Alpes: un skieur meurt après une chute de 200 mètres dans le massif des Écrins
1074	(3, 4, 2020)	"Seine-Saint-Denis: un homme aux assises pour le viol ""punitif"" d'une femme lesbienne"
1075	(3, 4, 2020)	Coronavirus: Macron réunit des états généraux de la recherche à l'Elysée jeudi
1076	(3, 4, 2020)	Coronavirus: 99 cas issus d'un foyer de contamination dans l'Oise, 285 cas confirmés dans toute la France
1077	(3, 4, 2020)	Trafic très perturbé sur le RER B, pas de reprise de la circulation entre Aulnay et CDG avant jeudi matin
1078	(3, 4, 2020)	Le seul orang-outan albinos connu observé dans la forêt de Bornéo
1079	(3, 4, 2020)	Crise migratoire: le gouvernement grec dément des tirs à balle réelles sur des migrants en mer
1080	(3, 4, 2020)	Coronavirus: l'Italie franchit la barre des 100 morts
1081	(3, 4, 2020)	Coronavirus: l'Opéra appelle les visiteurs grippés à éviter Garnier et Bastille
1082	(3, 4, 2020)	Procès Balkany: pas de pourvoi en cassation, la condamnation du couple pour fraude fiscale définitive
1083	(3, 4, 2020)	Grippe: l'Île-de-France passe en phase post-épidémique
1084	(3, 4, 2020)	Primaire démocrate: Bloomberg met un terme à sa campagne et apporte son soutien à Biden
1085	(3, 4, 2020)	Val-de-Marne: un homme retrouvé mort par balle à son domicile, deux gardes à vue
1086	(3, 4, 2020)	Inde: un groupe de touristes italiens testés positifs au coronavirus
1087	(3, 4, 2020)	Premier cas de coronavirus dans les institutions européennes
1088	(3, 4, 2020)	Lyon: deux couples se battent à la sortie d'une école après un différend entre leurs enfants
1089	(3, 4, 2020)	Coronavirus: l'Italie ferme ses écoles et universités jusqu'au 15 mars
1090	(3, 4, 2020)	Etats-Unis: un employé d'Amazon infecté par le coronavirus
1091	(3, 4, 2020)	Coronavirus: réouverture du musée du Louvre, fermé depuis dimanche
1092	(3, 4, 2020)	Coronavirus: la Foire de Lyon reportée au mois de mai
1093	(3, 4, 2020)	Lyon: une femme dans un état grave après chute d'une dizaine de mètres à la Part-Dieu
1094	(3, 4, 2020)	Coronavirus: Dupont-Aignan se plaint d'un masque de protection...qu'il porte à l'envers
1095	(3, 4, 2020)	"Brésil: enquête sur une Église promettant d'""immuniser"" contre le coronavirus"
1096	(3, 4, 2020)	Coronavirus: comment fabriquer son propre gel hydroalcoolique?
1097	(3, 4, 2020)	Fraude fiscale: Patrick Balkany condamné en appel à 3 ans de prison ferme, pas de mandat de dépôt prononcé
1098	(3, 4, 2020)	Coronavirus: le Louvre sera-t-il ouvert ce mercredi? Les personnels se réunissent ce matin
1099	(3, 4, 2020)	Coronavirus: La saison inaugurale de Ligue africaine de basket reportée
1100	(3, 4, 2020)	"Super Tuesday: Biden se félicite d'une ""bonne soirée"" en voie d'être ""encore meilleure"""
1101	(3, 3, 2020)	Résultat Euromillions: le tirage du mardi 3 mars 2020
1102	(3, 3, 2020)	Coronavirus: les concerts de Ninho, Tryo et M. Pokora à l'AccorHotels Arena annulés
1103	(3, 3, 2020)	Un ouvrage très rare d'Isaac Newton découvert à la bibliothèque d'Ajaccio
1104	(3, 3, 2020)	Prise d'otages près de Troyes: l'assaut du Raid a été donné dans la soirée
1105	(3, 3, 2020)	"Essonne: un ex-conjoint violent interpellé en six minutes grâce au système ""grave danger"""
1106	(3, 3, 2020)	Coronavirus: 79 morts et 2502 personnes contaminées en Italie
1107	(3, 3, 2020)	Côte d'Ivoire: 3,5 tonnes d'écailles de pangolin incinérées par les autorités
1108	(3, 3, 2020)	"Coronavirus: l'OMS alerte sur le ""rapide épuisement"" des stocks d'équipements de protection"
1109	(3, 3, 2020)	"""Pizza Corona"": Canal+ s'excuse après la publication d'une vidéo qui a offensé l'Italie"
1110	(3, 3, 2020)	Avec le hashtag #JeSuisVictime, les femmes dénoncent agressions sexuelles et viols sur Twitter
1111	(3, 3, 2020)	Cyber-harcèlement: peine alourdie pour un homme qui avait menacé de viol la journaliste Nadia Daam
1112	(3, 3, 2020)	Le Rassemblement national assigné en justice par un ex-employé de campagne de Marine Le Pen
1113	(3, 3, 2020)	Coronavirus: pas de restriction d'activité de l'Assemblée, au moins deux députés confinés
1114	(3, 3, 2020)	Coronavirus: un 4e mort en France sur 204 cas confirmés
1115	(3, 3, 2020)	"Réforme des retraites: nouvelle ""marée noire"" des avocats à Lyon prévue mercredi"
1116	(3, 3, 2020)	Enquête sur les photos de  l'interpellation de Piotr Pavlenski publiées dans Paris Match
1117	(3, 3, 2020)	Le Rassemblement national annonce 430 listes aux municipales
1118	(3, 3, 2020)	"La pollution de l'air, une ""pandémie"" qui réduit l'espérance de vie de 3 ans"
1119	(3, 3, 2020)	Edouard Philippe défend le recours à l'article 49-3 face aux députés LaREM
1120	(3, 3, 2020)	Somme: un mort après une collision entre un train et un véhicule utilitaire 
1121	(3, 3, 2020)	Élections municipales à Villeurbanne: la gauche en tête des intentions de vote devant EELV et LaREM
1122	(3, 3, 2020)	Affaire Benalla: la justice rejette la demande d'annulation des enregistrements de Mediapart
1123	(3, 3, 2020)	"Législatives en Israël: Netanyahu revendique sa ""plus grande victoire"""
1124	(3, 3, 2020)	Le pape François testé négatif au coronavirus
1125	(3, 3, 2020)	Coronavirus: le château de Versailles reste ouvert au public
1126	(3, 3, 2020)	Iran: l'ouverture du procès de deux chercheurs français détenus attendue ce mardi
1127	(3, 3, 2020)	"Les dés de la primaire démocrate sont ""pipés"" contre Sanders selon Trump"
1128	(3, 3, 2020)	Coronavirus: selon Mike Pence, un traitement pourrait être disponible d'ici l'été
1129	(3, 3, 2020)	"Kim Jong Un a ""supervisé"" un ""tir d'artillerie de longue portée"""
1130	(3, 2, 2020)	Deux députés quittent le groupe LaREM à cause du 49.3
1131	(3, 2, 2020)	Montbéliard: une femme grièvement blessée après avoir été poignardée par son mari devant ses enfants
1132	(3, 2, 2020)	"Migrants: lors d'un entretien, Erdogan demande à Merkel un ""partage du fardeau"""
1133	(3, 2, 2020)	Loiret: un homme mis en examen pour deux viols et une agression sexuelle
1134	(3, 2, 2020)	Agression d'une femme dans le Val-de-Marne: le suspect interné
1135	(3, 2, 2020)	Russie: Poutine veut inscrire l'interdiction du mariage des homosexuels dans la Constitution
1136	(3, 2, 2020)	Aux États-Unis, le nombre de morts du coronavirus monte à six, tous dans l'État de Washington 
1137	(3, 2, 2020)	Résultat Loto: le tirage du lundi 2 mars 2020
1138	(3, 2, 2020)	Primaire démocrate: Amy Klobuchar va se retirer pour soutenir Joe Biden
